userId,score,timestamp,movieId
1,1.0,1425941529,as680
1,4.5,1425942435,ns2186
1,5.0,1425941523,hs2381
1,5.0,1425941546,ns3663
1,5.0,1425941556,as9500
1,4.0,1425942148,as3004
1,4.5,1425941300,ns8282
1,5.0,1425941593,as6112
1,4.0,1425941601,hs327
1,4.0,1425942228,ns1358
1,5.0,1425941434,ns7360
1,5.0,1425941397,ns3980
1,4.0,1425942005,ns128
1,3.5,1425941313,ns3830
1,4.0,1425942007,as5517
1,5.0,1425941502,as1577
1,5.0,1425941464,hs2056
1,5.0,1425942139,ns5413
1,5.0,1425942699,as6909
1,5.0,1425942133,as4340
1,2.5,1425942647,as8902
1,5.0,1425942618,hs871
1,5.0,1425941424,ns5624
1,5.0,1425941382,ns8584
1,0.5,1425942640,as7193
1,4.0,1425941667,ds853
1,5.0,1425941336,ns1310
2,3.0,867039249,ns5228
2,3.0,867039168,ns5355
2,2.0,867039166,hs1581
2,3.0,867039325,ns4446
2,4.0,867039612,ns8778
2,4.0,867039325,ns2462
2,3.0,867039168,hs589
2,4.0,867039249,as8906
2,5.0,867041296,as2307
2,4.0,867041121,as2200
2,4.0,867039973,as2064
2,4.0,867039325,ns3954
2,4.0,867039167,ns3429
2,3.0,867039325,ns3522
2,3.0,867039165,as7276
2,1.0,867039249,hs1914
2,1.0,867039288,as9455
2,4.0,867039325,ds139
2,4.0,867039820,ds319
2,5.0,867039288,ns7879
2,3.0,867040824,as9099
2,2.0,867040735,ns5772
3,3.0,1048076925,ns4695
3,2.0,1048076945,as1246
3,4.0,1048076900,hs653
3,4.0,1048076945,ns8641
3,3.0,1048076995,hs1531
3,3.0,1048076961,as8113
3,3.0,1048076976,ns4429
3,3.0,1048077048,ns8253
3,3.0,1048076830,as6156
3,3.0,1048077030,as9380
4,4.0,1042668576,ns5217
4,4.0,1042667925,hs2554
4,4.0,1042674800,ns5600
4,5.0,1042667925,as1526
4,4.0,1042667956,ns3136
4,2.0,1042667865,hs679
4,5.0,1042667903,ds1137
4,4.0,1042674861,hs454
4,3.0,1042667945,as3590
4,3.0,1042674787,as6060
4,4.0,1042674412,ns7019
4,3.0,1042674845,hs2716
4,4.0,1042674787,hs357
4,3.0,1042674761,ns6155
4,4.0,1042674761,hs1891
4,4.0,1042668589,ns6116
4,5.0,1042667945,as913
4,2.0,1042674886,ns1457
4,4.0,1042668559,ns3600
4,5.0,1042672546,as8621
4,4.0,1042672491,ns773
4,3.0,1042668576,hs359
4,3.0,1042672363,hs1227
4,3.0,1042668505,ds723
4,4.0,1042672531,ns1690
4,1.0,1042668544,ns3279
4,4.0,1042668505,ds98
4,2.0,1042668544,as6877
4,3.0,1042668621,ns8044
4,4.0,1042672283,ns840
4,5.0,1042672546,as394
4,4.0,1042672556,ns1216
4,3.0,1042672352,hs2635
4,4.0,1042674773,ds1232
4,3.0,1042668589,ns2862
4,4.0,1042672592,hs1287
4,1.0,1042668521,as4402
4,3.0,1042668544,ns7995
4,5.0,1042672580,as5406
4,4.0,1042672335,ns36
4,4.0,1042668576,as8947
4,3.0,1042668521,as9202
4,3.0,1042668544,as2594
4,5.0,1042668604,hs429
4,2.0,1042668621,as9647
4,4.0,1042674436,hs2615
4,4.0,1042672283,ns2426
4,2.0,1042672352,ds57
4,4.0,1042668559,as3364
4,3.0,1042672335,ns700
4,4.0,1042672491,as1301
4,4.0,1042672580,as9097
4,2.0,1042672580,as7585
4,3.0,1042672592,ns7123
4,3.0,1042668559,ns4169
4,4.0,1042667845,ns6894
4,3.0,1042667925,as8827
4,3.0,1042674412,ns5029
4,4.0,1042674819,ns884
4,3.0,1042674425,as1825
4,4.0,1042667845,as8566
4,3.0,1042674579,ns3313
5,3.0,949423844,ns7571
5,2.0,949423787,ns5263
5,4.0,949424343,ds341
5,5.0,949424321,as3116
5,5.0,949424271,hs2852
5,5.0,949424168,ns6059
5,5.0,949424374,hs1956
5,5.0,949424374,ns4182
5,4.0,949424343,ns5741
5,5.0,949424321,ns3385
5,5.0,949424271,as2174
5,4.0,949424343,ns1021
5,5.0,949423787,hs2485
5,5.0,949424374,as1854
5,5.0,949424271,as7520
5,5.0,949423844,hs1070
5,5.0,949423787,as3411
5,5.0,949424321,as7661
5,2.0,949424522,as189
5,5.0,949424045,ds577
5,1.0,949424482,hs601
5,5.0,949423938,as7283
5,4.0,949423938,as8719
5,5.0,949423978,ns7650
5,4.0,949424188,as4924
5,3.0,949423844,as5856
6,3.0,944894480,hs2265
6,3.0,944894480,ds1035
6,4.0,944894144,hs3022
6,5.0,944928077,ns632
7,5.0,1486253647,ds663
7,4.0,1486253595,ns6275
7,4.0,1486253599,ns1703
7,4.5,1486254186,as2834
7,4.5,1486253602,as5909
7,5.0,1486253781,as2955
7,1.5,1486253699,hs1467
7,4.0,1486253683,ns6833
7,4.5,1486253687,hs2068
7,5.0,1486253608,ns695
7,4.0,1486253703,as8336
7,2.0,1486253944,ds1217
7,4.5,1486253705,ns3174
7,3.5,1486253615,as4687
7,2.0,1486253729,ns2464
7,4.5,1486253605,as1586
7,4.0,1486253719,as9229
7,4.0,1486253918,hs616
7,2.5,1486253617,ns7059
7,2.5,1486253796,as3339
7,4.0,1486253619,ns4651
7,3.0,1486253758,ns5530
7,3.0,1486253891,ds1088
7,2.5,1486253738,as6200
7,2.0,1486253798,ns1494
7,4.0,1486253740,ns2933
7,2.5,1486253771,as1381
7,3.0,1486253787,as3183
7,4.0,1486253880,as9240
7,3.5,1486253805,ns3348
7,2.0,1486253865,ds1213
7,5.0,1486253675,ns2632
7,1.0,1486253975,ns6601
7,3.5,1486253733,ns8283
7,3.0,1486253695,as4149
7,3.5,1486253817,ns2627
7,2.5,1486254028,hs2077
7,3.0,1486253597,as5400
7,3.5,1486253795,as5932
7,3.0,1486253817,ns710
7,4.5,1486253827,hs2952
7,4.0,1486253959,ns8125
7,1.5,1486253974,ns5506
7,2.5,1486253761,hs1299
7,4.5,1486253752,hs2774
7,4.5,1486253884,ns2385
7,2.0,1486253749,as8949
7,4.0,1486253996,ns4801
7,3.5,1486253941,as1535
7,4.5,1486253789,ns1144
7,1.0,1486253905,as522
7,2.5,1486253833,as1874
8,4.0,1013443596,as8389
8,2.0,1013442976,ns6147
8,3.0,1013442518,ns7124
8,4.0,1013443770,hs925
8,3.0,1013442544,ns1911
8,3.0,1013443900,as3647
8,5.0,1013444101,as2878
8,1.0,1013443085,ns7905
8,4.0,1013442902,ds893
8,2.0,1013443939,hs1536
8,4.0,1013442921,ns2858
8,4.0,1013444101,as7423
8,2.0,1013443487,as6197
8,2.0,1013443752,ns6547
8,2.0,1013443718,ns4493
8,4.0,1013442544,as5216
8,4.0,1013444101,ns5665
8,3.0,1013444040,ns4145
8,4.0,1013442408,as7722
8,3.0,1013443677,as7046
8,3.0,1013442366,ns1097
8,3.0,1013442825,as4236
8,5.0,1013443659,as313
8,4.0,1013443993,hs212
8,5.0,1013442804,as1578
8,3.0,1013443638,as6766
8,1.0,1013442921,hs324
8,3.0,1013443596,ns7618
8,1.0,1013443848,as6196
8,4.0,1013443698,hs1546
8,3.0,1013443867,ns4141
8,4.0,1013443848,ns8595
8,3.0,1013443939,ns5828
8,2.0,1013442853,hs1553
8,1.0,1013444101,as6032
8,1.0,1013443596,ds113
8,3.0,1013443659,ns8101
8,2.0,1013444013,ns2219
8,3.0,1013443867,as777
8,3.0,1013442518,ns1469
8,5.0,1013443447,as4265
8,3.0,1013444158,as1393
8,2.0,1013443544,ns751
8,2.0,1013442936,as559
8,3.0,1013442902,as1934
8,2.0,1013443698,hs1289
8,3.0,1013442804,as5652
8,3.0,1013443923,as5415
8,3.0,1013443974,ns8038
8,3.0,1013442463,hs1134
8,2.0,1013443508,ns6989
8,4.0,1013442825,ds124
8,4.0,1013443848,as2706
8,2.0,1013442463,as3142
8,4.0,1013443974,as1428
8,2.0,1013442774,hs2971
8,3.0,1013443461,as2804
8,4.0,1013443508,ns6991
8,3.0,1013443770,ds246
8,3.0,1013443380,hs1894
8,3.0,1013443597,hs1637
8,4.0,1013442463,ns3766
8,2.0,1013443529,as1725
8,3.0,1013443659,as4900
8,3.0,1013443731,as3860
8,5.0,1013443796,ns6593
8,2.0,1013443461,ds960
8,4.0,1013443993,ns7277
8,1.0,1013443830,ns1821
8,4.0,1013442758,as1566
8,5.0,1013442902,ns8225
8,5.0,1013443881,as8829
8,4.0,1013443900,as8625
8,3.0,1013444040,as5176
8,4.0,1013443447,ns4503
8,3.0,1013443796,hs808
8,4.0,1013444013,as3141
8,4.0,1013443638,ns8556
8,1.0,1013442956,hs1909
8,1.0,1013443031,ds267
8,3.0,1013442825,ns4424
8,2.0,1013443796,as8250
8,2.0,1013443638,hs1415
8,3.0,1013443179,ns6418
8,3.0,1013443045,as1635
8,4.0,1013443447,ds1414
8,3.0,1013443557,as5620
8,4.0,1013444101,ns7593
8,3.0,1013443508,as6985
8,3.0,1013443070,as4635
8,2.0,1013442976,ns4809
8,3.0,1013443923,ns8051
8,1.0,1013442872,as5771
8,2.0,1013442518,ns5125
8,4.0,1013442518,ds935
8,3.0,1013442662,ns6273
8,3.0,1013443013,ns1275
8,4.0,1013442758,ns1056
8,2.0,1013442662,ns4606
8,2.0,1013442921,ns2418
8,4.0,1013442677,ns2137
8,2.0,1013442956,ns4938
8,4.0,1013442629,as1327
8,2.0,1013443013,as6501
8,5.0,1013442758,hs2949
8,2.0,1013442707,ns1074
8,1.0,1013442956,ns8169
8,3.0,1013442989,ns3729
8,4.0,1013443338,ns6600
8,3.0,1013442629,as9375
8,2.0,1013443273,ns1176
8,2.0,1013442758,ns5061
9,4.5,1073837180,as5079
9,4.0,1073837284,as2670
9,5.0,1061916357,hs2528
9,4.0,1061916288,ns8248
9,3.0,1061916233,as7998
9,4.0,1061916274,ns3591
9,2.0,1061916339,as5612
9,5.0,1061918479,ns2741
9,2.0,1061916220,as4696
9,4.0,1061916215,hs817
9,4.5,1061918506,as4421
9,4.5,1073837135,ds860
9,4.0,1073837292,as1068
9,4.5,1073837162,as8539
9,4.0,1073837244,hs1582
9,3.5,1073837197,ns8121
9,3.5,1061916295,hs437
9,2.5,1061916303,hs1817
9,4.0,1061916280,as8897
9,4.5,1061916352,as6207
9,0.5,1061916373,as773
9,4.5,1061916342,hs873
9,3.5,1062144212,as507
9,4.0,1073837327,ns7908
9,5.0,1061916334,ds105
9,4.5,1061916245,ns827
9,4.5,1073837036,ns7856
9,5.0,1073837256,ns5027
9,3.5,1073837149,as7593
9,2.0,1061916416,as4593
9,4.0,1073837125,as4096
9,4.5,1073837168,ns742
9,4.5,1073837131,hs1021
9,3.5,1061917407,as889
9,2.5,1061917857,as927
9,3.0,1061917561,ns6251
9,3.5,1061918172,as7715
9,4.0,1061917155,ns4950
9,4.0,1061917529,ns1011
9,3.5,1061917586,as8356
9,4.5,1061917148,as4522
9,3.5,1061917754,hs635
9,4.0,1061916312,ns5432
9,4.5,1061916906,hs2529
9,5.0,1061917088,as16
9,4.0,1073837233,as7295
9,4.0,1061916957,as5737
9,4.0,1061917359,ds101
9,5.0,1061917073,ns1620
9,5.0,1061917384,as4468
9,2.5,1061918204,as1140
9,2.5,1061917824,ds691
9,3.0,1061917439,ns2221
9,4.0,1064941670,ds41
9,4.0,1061917141,as247
9,4.0,1061917025,as4943
9,3.5,1061917348,ns5746
9,4.0,1061917258,ns5082
9,5.0,1061916953,hs3035
9,4.5,1062237903,ds1209
9,5.0,1061916981,as6284
9,3.0,1061917305,as4889
9,3.5,1061917628,ns637
9,3.0,1061918107,ns3137
9,5.0,1061917411,ns68
9,4.0,1061917314,hs962
9,2.5,1061917724,as4823
9,4.0,1061917454,ns4301
9,3.0,1061917166,ds1325
9,3.5,1061918154,as6423
9,3.0,1061917421,ns8162
9,4.0,1061917039,ns4691
9,3.5,1061917353,as1064
9,3.0,1061917874,as5556
9,3.5,1061917084,hs1977
9,5.0,1073837104,as5851
9,5.0,1061917101,ns3914
9,4.5,1061917119,as1609
9,3.0,1061918001,hs1659
